game,away,home,away-score,home-score,date,attendance
360403130,TOR,TB,5.0,3.0,2016-04-03,"31,042"
360404101,MIN,BAL,2.0,3.0,2016-04-04,"45,785"
360404130,TOR,TB,5.0,3.0,2016-04-04,"15,116"
360405110,HOU,NYY,5.0,3.0,2016-04-05,"47,820"
360405105,BOS,CLE,6.0,2.0,2016-04-05,"34,493"
360405130,TOR,TB,2.0,3.0,2016-04-05,"12,757"
360406130,TOR,TB,3.0,5.0,2016-04-06,"14,257"
360406105,BOS,CLE,6.0,7.0,2016-04-06,"10,298"
360406101,MIN,BAL,2.0,4.0,2016-04-06,"12,622"
360406110,HOU,NYY,6.0,16.0,2016-04-06,"37,493"
360407110,HOU,NYY,5.0,8.0,2016-04-07,"30,003"
360407101,MIN,BAL,2.0,4.0,2016-04-07,"11,142"
360408114,BOS,TOR,8.0,7.0,2016-04-08,"48,871"
360408101,TB,BAL,1.0,6.0,2016-04-08,"17,304"
360408106,NYY,DET,0.0,4.0,2016-04-08,"45,049"
360409114,BOS,TOR,8.0,4.0,2016-04-09,"47,138"
360409106,NYY,DET,8.0,4.0,2016-04-09,"32,419"
360410114,BOS,TOR,0.0,3.0,2016-04-10,"46,158"
360410101,TB,BAL,3.0,5.0,2016-04-10,"23,101"
400836044,TB,BAL,3.0,5.0,2016-04-10,"23,101"
360411102,BAL,BOS,9.0,7.0,2016-04-11,"37,160"
360412114,NYY,TOR,3.0,2.0,2016-04-12,"28,819"
360412102,BAL,BOS,9.0,5.0,2016-04-12,"31,114"
360412130,CLE,TB,1.0,5.0,2016-04-12,"10,283"
360413102,BAL,BOS,2.0,4.0,2016-04-13,"31,011"
360413114,NYY,TOR,2.0,7.0,2016-04-13,"27,938"
360413130,CLE,TB,4.0,1.0,2016-04-13,"10,117"
360414114,NYY,TOR,2.0,4.0,2016-04-14,"36,238"
360414130,CLE,TB,6.0,0.0,2016-04-14,"10,715"
360414113,BAL,TEX,3.0,6.0,2016-04-15,"22,820"
360415110,SEA,NYY,7.0,1.0,2016-04-15,"35,531"
360415102,TOR,BOS,3.0,5.0,2016-04-15,"31,415"
360415130,CHW,TB,1.0,0.0,2016-04-15,"16,801"
360415113,BAL,TEX,11.0,5.0,2016-04-16,"32,628"
360416110,SEA,NYY,3.0,2.0,2016-04-16,"38,574"
360416102,TOR,BOS,2.0,4.0,2016-04-16,"36,267"
360416130,CHW,TB,2.0,7.0,2016-04-16,"30,451"
360416113,BAL,TEX,4.0,8.0,2016-04-17,"39,493"
360417110,SEA,NYY,3.0,4.0,2016-04-17,"43,856"
360417130,CHW,TB,2.0,3.0,2016-04-17,"21,810"
360417102,TOR,BOS,5.0,3.0,2016-04-17,"37,217"
360418102,TOR,BOS,4.0,3.0,2016-04-18,"37,168"
360419102,TB,BOS,3.0,0.0,2016-04-19,"32,061"
360419101,TOR,BAL,4.0,3.0,2016-04-19,"16,783"
360419110,OAK,NYY,3.0,2.0,2016-04-19,"31,952"
360420101,TOR,BAL,3.0,4.0,2016-04-20,"15,404"
360420110,OAK,NYY,5.0,2.0,2016-04-20,"37,396"
360420102,TB,BOS,3.0,7.0,2016-04-20,"31,689"
360421102,TB,BOS,12.0,8.0,2016-04-21,"37,954"
360421101,TOR,BAL,2.0,3.0,2016-04-21,"17,644"
360421110,OAK,NYY,7.0,3.0,2016-04-21,"33,818"
360422110,TB,NYY,3.0,6.0,2016-04-22,"31,843"
360422114,OAK,TOR,8.0,5.0,2016-04-22,"34,251"
360423118,BOS,HOU,3.0,8.0,2016-04-23,"40,232"
360423107,BAL,KC,8.0,3.0,2016-04-23,"39,900"
360423114,OAK,TOR,3.0,9.0,2016-04-23,"46,334"
360422118,BOS,HOU,6.0,2.0,2016-04-23,"26,672"
360422107,BAL,KC,2.0,4.0,2016-04-23,"29,546"
360423110,TB,NYY,2.0,3.0,2016-04-23,"40,714"
360424110,TB,NYY,8.0,1.0,2016-04-24,"40,981"
360424114,OAK,TOR,3.0,6.0,2016-04-24,"46,300"
360424107,BAL,KC,1.0,6.0,2016-04-24,"34,748"
360424118,BOS,HOU,7.0,5.0,2016-04-25,"32,416"
360425114,CHW,TOR,7.0,5.0,2016-04-25,"24,333"
360425115,BOS,ATL,1.0,0.0,2016-04-25,"22,735"
360425130,BAL,TB,0.0,2.0,2016-04-25,"12,996"
360426114,CHW,TOR,10.0,1.0,2016-04-26,"23,726"
360426130,BAL,TB,1.0,3.0,2016-04-26,"10,988"
360425113,NYY,TEX,3.0,1.0,2016-04-26,"31,453"
360426115,BOS,ATL,11.0,4.0,2016-04-26,"23,487"
360426113,NYY,TEX,1.0,10.0,2016-04-27,"26,163"
360427114,CHW,TOR,4.0,0.0,2016-04-27,"28,759"
360427102,ATL,BOS,4.0,9.0,2016-04-27,"33,380"
360427130,BAL,TB,3.0,1.0,2016-04-27,"11,850"
360427113,NYY,TEX,2.0,3.0,2016-04-28,"35,477"
360428101,CHW,BAL,2.0,10.0,2016-04-28,"14,568"
360428102,ATL,BOS,5.0,3.0,2016-04-28,"32,232"
360429130,TOR,TB,6.0,1.0,2016-04-29,"13,679"
360429101,CHW,BAL,3.0,6.0,2016-04-29,"19,912"
360429102,NYY,BOS,2.0,4.0,2016-04-29,"37,115"
360430102,NYY,BOS,0.0,8.0,2016-04-30,"37,901"
360430101,CHW,BAL,8.0,7.0,2016-04-30,"29,152"
360430130,TOR,TB,3.0,4.0,2016-04-30,"14,948"
360501130,TOR,TB,5.0,1.0,2016-05-01,"27,217"
360501101,CHW,BAL,7.0,1.0,2016-05-01,"28,803"
360501102,NYY,BOS,7.0,8.0,2016-05-02,"34,279"
360502114,TEX,TOR,2.0,1.0,2016-05-02,"25,323"
360503101,NYY,BAL,1.0,4.0,2016-05-03,"16,083"
360503114,TEX,TOR,1.0,3.0,2016-05-03,"24,437"
360503130,LAD,TB,10.0,5.0,2016-05-03,"14,116"
360504130,LAD,TB,5.0,8.0,2016-05-04,"13,226"
360503104,BOS,CHW,1.0,4.0,2016-05-04,"15,025"
360504101,NYY,BAL,7.0,0.0,2016-05-04,"15,998"
360504114,TEX,TOR,3.0,4.0,2016-05-04,"25,229"
360505114,TEX,TOR,2.0,12.0,2016-05-05,"35,468"
360504104,BOS,CHW,5.0,2.0,2016-05-05,"14,383"
360505101,NYY,BAL,0.0,1.0,2016-05-05,"19,598"
360505104,BOS,CHW,7.0,3.0,2016-05-06,"20,126"
360506110,BOS,NYY,2.0,3.0,2016-05-06,"45,756"
360506114,LAD,TOR,2.0,5.0,2016-05-06,"42,304"
360507114,LAD,TOR,6.0,2.0,2016-05-07,"47,156"
360506103,TB,LAA,5.0,2.0,2016-05-07,"41,253"
360507110,BOS,NYY,2.0,8.0,2016-05-07,"47,822"
360507201,OAK,BAL,8.0,4.0,2016-05-07,"15,110"
360507301,OAK,BAL,2.0,5.0,2016-05-07,"29,862"
360508103,TB,LAA,3.0,1.0,2016-05-08,"41,086"
360508101,OAK,BAL,3.0,11.0,2016-05-08,"43,690"
360507103,TB,LAA,4.0,2.0,2016-05-08,"40,142"
360508114,LAD,TOR,4.0,2.0,2016-05-08,"46,665"
360508110,BOS,NYY,5.0,1.0,2016-05-09,"41,869"
360509110,KC,NYY,3.0,6.0,2016-05-09,"41,243"
360509102,OAK,BOS,7.0,14.0,2016-05-09,"35,227"
360509112,TB,SEA,2.0,5.0,2016-05-10,"15,230"
360509126,TOR,SF,3.0,1.0,2016-05-10,"41,256"
360510110,KC,NYY,7.0,10.0,2016-05-10,"39,128"
360510102,OAK,BOS,5.0,13.0,2016-05-10,"32,167"
360511102,OAK,BOS,3.0,13.0,2016-05-11,"33,283"
360511110,KC,NYY,7.0,3.0,2016-05-11,"31,226"
360511126,TOR,SF,4.0,5.0,2016-05-11,"41,372"
360511112,TB,SEA,5.0,6.0,2016-05-11,"23,000"
360510126,TOR,SF,4.0,0.0,2016-05-11,"41,464"
360510112,TB,SEA,4.0,6.0,2016-05-11,"16,013"
360510109,BAL,MIN,5.0,3.0,2016-05-11,"21,586"
360511109,BAL,MIN,9.0,2.0,2016-05-11,"25,094"
360512101,DET,BAL,5.0,7.0,2016-05-12,"14,918"
360512110,KC,NYY,3.0,7.0,2016-05-12,"35,944"
360512102,HOU,BOS,1.0,11.0,2016-05-12,"34,982"
360513101,DET,BAL,0.0,1.0,2016-05-13,"30,488"
360513110,CHW,NYY,7.0,1.0,2016-05-13,"34,264"
360513102,HOU,BOS,7.0,6.0,2016-05-13,"33,148"
360513130,OAK,TB,6.0,3.0,2016-05-13,"14,604"
360514101,DET,BAL,3.0,9.0,2016-05-14,"32,174"
360514130,OAK,TB,0.0,6.0,2016-05-14,"28,158"
360513113,TOR,TEX,5.0,0.0,2016-05-14,"40,344"
360514102,HOU,BOS,5.0,6.0,2016-05-14,"37,430"
360514110,CHW,NYY,1.0,2.0,2016-05-14,"39,691"
360514113,TOR,TEX,5.0,6.0,2016-05-15,"47,115"
360515110,CHW,NYY,5.0,7.0,2016-05-15,"41,979"
360515130,OAK,TB,7.0,6.0,2016-05-15,"19,545"
360515101,DET,BAL,6.0,5.0,2016-05-15,"37,890"
360515102,HOU,BOS,9.0,10.0,2016-05-15,"35,736"
360515113,TOR,TEX,6.0,7.0,2016-05-15,"41,327"
360516114,TB,TOR,13.0,2.0,2016-05-16,"26,516"
360517114,TB,TOR,12.0,2.0,2016-05-17,"27,521"
360517101,SEA,BAL,10.0,0.0,2016-05-17,"14,477"
360516129,NYY,ARI,2.0,12.0,2016-05-17,"32,718"
360517107,BOS,KC,4.0,8.0,2016-05-18,"25,215"
360517129,NYY,ARI,3.0,5.0,2016-05-18,"30,913"
360518207,BOS,KC,2.0,3.0,2016-05-18,"33,613"
360518101,SEA,BAL,2.0,5.0,2016-05-18,"21,167"
360518114,TB,TOR,6.0,3.0,2016-05-18,"29,078"
360519101,SEA,BAL,7.0,2.0,2016-05-19,"35,012"
360518307,BOS,KC,5.0,2.0,2016-05-19,"23,739"
360518129,NYY,ARI,4.0,2.0,2016-05-19,"32,191"
360520102,CLE,BOS,4.0,2.0,2016-05-20,"37,354"
360520106,TB,DET,7.0,5.0,2016-05-20,"30,304"
360519109,TOR,MIN,3.0,2.0,2016-05-20,"25,435"
360519111,NYY,OAK,4.0,1.0,2016-05-20,"17,456"
360521106,TB,DET,4.0,5.0,2016-05-21,"32,316"
360521111,NYY,OAK,5.0,1.0,2016-05-21,"26,356"
360521102,CLE,BOS,1.0,9.0,2016-05-21,"37,254"
360520111,NYY,OAK,8.0,3.0,2016-05-21,"28,235"
360520103,BAL,LAA,9.0,4.0,2016-05-21,"40,987"
360521109,TOR,MIN,3.0,5.0,2016-05-21,"30,460"
360520109,TOR,MIN,9.0,3.0,2016-05-21,"29,396"
360521103,BAL,LAA,3.0,1.0,2016-05-22,"40,137"
360522106,TB,DET,4.0,9.0,2016-05-22,"34,758"
360522102,CLE,BOS,2.0,5.0,2016-05-22,"36,021"
360522109,TOR,MIN,3.0,1.0,2016-05-22,"33,421"
360522103,BAL,LAA,2.0,10.0,2016-05-22,"41,280"
360522111,NYY,OAK,5.0,4.0,2016-05-22,"25,237"
360523128,TB,MIA,6.0,7.0,2016-05-23,"17,969"
360524102,COL,BOS,3.0,8.0,2016-05-24,"36,123"
360524110,TOR,NYY,0.0,6.0,2016-05-24,"35,174"
360524128,TB,MIA,4.0,3.0,2016-05-24,"23,709"
360524118,BAL,HOU,2.0,3.0,2016-05-25,"24,783"
360525110,TOR,NYY,8.0,4.0,2016-05-25,"38,959"
360525102,COL,BOS,3.0,10.0,2016-05-25,"36,430"
360525130,MIA,TB,4.0,3.0,2016-05-25,"13,554"
360525118,BAL,HOU,3.0,4.0,2016-05-26,"25,618"
360526130,MIA,TB,9.0,1.0,2016-05-26,"11,399"
360526110,TOR,NYY,3.0,1.0,2016-05-26,"38,391"
360526102,COL,BOS,8.0,2.0,2016-05-26,"36,162"
360527105,BAL,CLE,6.0,4.0,2016-05-27,"21,054"
360527130,NYY,TB,4.0,1.0,2016-05-27,"14,697"
360527114,BOS,TOR,5.0,7.0,2016-05-27,"46,470"
360526118,BAL,HOU,2.0,4.0,2016-05-27,"23,826"
360528114,BOS,TOR,9.0,10.0,2016-05-28,"48,154"
360528105,BAL,CLE,4.0,11.0,2016-05-28,"21,110"
360528130,NYY,TB,5.0,9.0,2016-05-28,"20,188"
360529114,BOS,TOR,5.0,3.0,2016-05-29,"47,916"
360529105,BAL,CLE,6.0,4.0,2016-05-29,"18,565"
360529130,NYY,TB,2.0,1.0,2016-05-29,"19,748"
360530101,BOS,BAL,7.0,2.0,2016-05-30,"43,926"
360530114,NYY,TOR,2.0,4.0,2016-05-30,"32,921"
360531101,BOS,BAL,6.0,2.0,2016-05-31,"17,664"
360531114,NYY,TOR,1.0,4.0,2016-05-31,"33,419"
360530107,TB,KC,2.0,6.0,2016-05-31,"32,018"
360531107,TB,KC,5.0,10.0,2016-06-01,"26,006"
360601101,BOS,BAL,9.0,13.0,2016-06-01,"20,750"
360601114,NYY,TOR,0.0,7.0,2016-06-01,"39,512"
360601107,TB,KC,3.0,6.0,2016-06-02,"30,554"
360602101,BOS,BAL,7.0,12.0,2016-06-02,"21,534"
360602106,NYY,DET,5.0,4.0,2016-06-02,"28,213"
360603101,NYY,BAL,5.0,6.0,2016-06-03,"25,220"
360603102,TOR,BOS,5.0,2.0,2016-06-03,"37,129"
360602109,TB,MIN,4.0,6.0,2016-06-03,"20,193"
360604109,TB,MIN,7.0,4.0,2016-06-04,"26,613"
360604101,NYY,BAL,8.0,6.0,2016-06-04,"33,170"
360603109,TB,MIN,4.0,2.0,2016-06-04,"21,134"
360604102,TOR,BOS,4.0,6.0,2016-06-04,"37,762"
360605102,TOR,BOS,5.0,4.0,2016-06-05,"35,823"
360605109,TB,MIN,7.0,5.0,2016-06-05,"25,510"
360605101,NYY,BAL,1.0,3.0,2016-06-05,"28,807"
360606101,KC,BAL,1.0,4.0,2016-06-06,"14,878"
360606110,LAA,NYY,2.0,5.0,2016-06-06,"34,648"
360606106,TOR,DET,0.0,11.0,2016-06-06,"29,771"
360606129,TB,ARI,6.0,4.0,2016-06-07,"17,176"
360607101,KC,BAL,1.0,9.0,2016-06-07,"28,110"
360607110,LAA,NYY,3.0,6.0,2016-06-07,"31,034"
360607106,TOR,DET,2.0,3.0,2016-06-07,"30,745"
360608101,KC,BAL,0.0,4.0,2016-06-08,"19,178"
360608129,TB,ARI,6.0,3.0,2016-06-08,"16,954"
360608110,LAA,NYY,6.0,12.0,2016-06-08,"31,557"
360607126,BOS,SF,5.0,3.0,2016-06-08,"41,512"
360607129,TB,ARI,0.0,5.0,2016-06-08,"17,964"
360608106,TOR,DET,7.0,2.0,2016-06-08,"36,036"
360608126,BOS,SF,1.0,2.0,2016-06-09,"41,635"
360609110,LAA,NYY,3.0,6.0,2016-06-09,"34,971"
360609114,BAL,TOR,6.0,5.0,2016-06-09,"41,448"
360610110,DET,NYY,0.0,4.0,2016-06-10,"40,011"
360610114,BAL,TOR,3.0,4.0,2016-06-10,"44,439"
360610130,HOU,TB,3.0,4.0,2016-06-10,"13,075"
360610109,BOS,MIN,8.0,1.0,2016-06-11,"22,786"
360611114,BAL,TOR,6.0,11.0,2016-06-11,"47,651"
360611109,BOS,MIN,15.0,4.0,2016-06-11,"28,633"
360611130,HOU,TB,4.0,3.0,2016-06-11,"19,658"
360611110,DET,NYY,6.0,1.0,2016-06-11,"38,050"
360612109,BOS,MIN,4.0,7.0,2016-06-12,"26,087"
360612130,HOU,TB,0.0,5.0,2016-06-12,"11,168"
360612114,BAL,TOR,9.0,10.0,2016-06-12,"47,249"
360612110,DET,NYY,4.0,1.0,2016-06-12,"47,474"
360613114,PHI,TOR,7.0,0.0,2016-06-13,"35,678"
360614114,PHI,TOR,3.0,11.0,2016-06-14,"47,066"
360614102,BAL,BOS,3.0,2.0,2016-06-14,"38,009"
360614130,SEA,TB,7.0,8.0,2016-06-14,"11,455"
360615130,SEA,TB,2.0,3.0,2016-06-15,"12,239"
360614127,NYY,COL,10.0,13.0,2016-06-15,"46,335"
360615127,NYY,COL,3.0,6.0,2016-06-15,"40,093"
360615102,BAL,BOS,4.0,6.0,2016-06-15,"36,233"
360615122,TOR,PHI,7.0,2.0,2016-06-15,"24,753"
360616102,BAL,BOS,5.0,1.0,2016-06-16,"36,757"
360616122,TOR,PHI,13.0,2.0,2016-06-16,"22,279"
360616130,SEA,TB,6.0,4.0,2016-06-16,"11,331"
400836967,SF,TB,5.0,1.0,2016-06-17,"40,135"
360616109,NYY,MIN,4.0,1.0,2016-06-17,"23,751"
360617101,TOR,BAL,13.0,3.0,2016-06-17,"38,306"
360617102,SEA,BOS,8.0,4.0,2016-06-17,"35,896"
360617130,SF,TB,5.0,1.0,2016-06-17,"40,135"
360618101,TOR,BAL,2.0,4.0,2016-06-18,"41,901"
360618102,SEA,BOS,2.0,6.0,2016-06-18,"37,195"
360617109,NYY,MIN,8.0,2.0,2016-06-18,"23,161"
360618109,NYY,MIN,7.0,6.0,2016-06-18,"30,760"
360618130,SF,TB,6.0,4.0,2016-06-18,"23,948"
360619109,NYY,MIN,4.0,7.0,2016-06-19,"29,553"
360619102,SEA,BOS,1.0,2.0,2016-06-19,"37,211"
360619101,TOR,BAL,6.0,11.0,2016-06-19,"39,024"
360619130,SF,TB,5.0,1.0,2016-06-19,"17,361"
360620102,CHW,BOS,3.0,1.0,2016-06-20,"36,291"
360620105,TB,CLE,4.0,7.0,2016-06-20,"13,811"
360620113,BAL,TEX,3.0,4.0,2016-06-21,"35,366"
360621101,SD,BAL,10.0,7.0,2016-06-21,"23,876"
360621110,COL,NYY,8.0,4.0,2016-06-21,"34,760"
360621114,ARI,TOR,4.0,2.0,2016-06-21,"41,838"
360621102,CHW,BOS,3.0,1.0,2016-06-21,"36,544"
360621105,TB,CLE,0.0,6.0,2016-06-21,"15,629"
360622105,TB,CLE,1.0,6.0,2016-06-22,"21,216"
360622101,SD,BAL,2.0,7.0,2016-06-22,"23,785"
360622102,CHW,BOS,8.0,6.0,2016-06-22,"37,413"
360622110,COL,NYY,8.0,9.0,2016-06-22,"40,104"
360622114,ARI,TOR,2.0,5.0,2016-06-22,"46,967"
360623102,CHW,BOS,7.0,8.0,2016-06-23,"37,790"
360624101,TB,BAL,3.0,6.0,2016-06-24,"44,956"
360624110,MIN,NYY,3.0,5.0,2016-06-24,"44,808"
360624113,BOS,TEX,8.0,7.0,2016-06-25,"46,811"
360624104,TOR,CHW,2.0,3.0,2016-06-25,"27,196"
360625110,MIN,NYY,1.0,2.0,2016-06-25,"40,075"
360625201,TB,BAL,0.0,5.0,2016-06-25,"18,229"
360625104,TOR,CHW,10.0,8.0,2016-06-25,"25,776"
360625301,TB,BAL,6.0,8.0,2016-06-25,"33,040"
360626113,BOS,TEX,2.0,6.0,2016-06-26,"36,312"
360626104,TOR,CHW,2.0,5.0,2016-06-26,"28,345"
360626101,TB,BAL,5.0,12.0,2016-06-26,"38,611"
360626110,MIN,NYY,7.0,1.0,2016-06-26,"38,673"
360625113,BOS,TEX,3.0,10.0,2016-06-26,"47,559"
360627110,TEX,NYY,9.0,6.0,2016-06-27,"32,914"
360627130,BOS,TB,7.0,13.0,2016-06-27,"18,024"
360627127,TOR,COL,5.0,9.0,2016-06-28,"36,419"
360628110,TEX,NYY,7.0,1.0,2016-06-28,"32,373"
360628130,BOS,TB,8.0,2.0,2016-06-28,"16,986"
360629125,BAL,SD,12.0,6.0,2016-06-29,"25,221"
360629127,TOR,COL,5.0,3.0,2016-06-29,"38,412"
360629110,TEX,NYY,7.0,9.0,2016-06-29,"39,875"
360628125,BAL,SD,11.0,7.0,2016-06-29,"31,515"
360628127,TOR,COL,14.0,9.0,2016-06-29,"33,917"
360629130,BOS,TB,0.0,4.0,2016-06-29,"24,110"
360630110,TEX,NYY,1.0,2.0,2016-06-30,"39,934"
360630114,CLE,TOR,4.0,1.0,2016-06-30,"41,365"
360630130,DET,TB,10.0,7.0,2016-06-30,"10,729"
360630112,BAL,SEA,3.0,5.0,2016-07-01,"23,715"
360701114,CLE,TOR,2.0,1.0,2016-07-01,"45,825"
360701102,LAA,BOS,4.0,5.0,2016-07-01,"37,117"
360701130,DET,TB,10.0,2.0,2016-07-01,"13,537"
360702130,DET,TB,3.0,2.0,2016-07-02,"17,861"
360701112,BAL,SEA,2.0,5.0,2016-07-02,"33,006"
360701125,NYY,SD,6.0,7.0,2016-07-02,"41,321"
360702114,CLE,TOR,6.0,9.0,2016-07-02,"46,197"
360702102,LAA,BOS,21.0,2.0,2016-07-02,"36,552"
360702125,NYY,SD,1.0,2.0,2016-07-03,"42,315"
360703112,BAL,SEA,4.0,9.0,2016-07-03,"31,405"
360703125,NYY,SD,6.0,3.0,2016-07-03,"42,131"
360703102,LAA,BOS,5.0,10.0,2016-07-03,"36,801"
360702112,BAL,SEA,6.0,12.0,2016-07-03,"29,362"
360703114,CLE,TOR,1.0,17.0,2016-07-03,"45,962"
360703130,DET,TB,5.0,1.0,2016-07-03,"13,126"
360704130,LAA,TB,2.0,4.0,2016-07-04,"14,532"
360704102,TEX,BOS,5.0,12.0,2016-07-04,"36,253"
360704104,NYY,CHW,2.0,8.0,2016-07-04,"30,955"
360704114,KC,TOR,2.0,6.0,2016-07-04,"36,438"
360704119,BAL,LAD,5.0,7.0,2016-07-05,"47,378"
360705114,KC,TOR,3.0,8.0,2016-07-05,"35,917"
360705102,TEX,BOS,7.0,2.0,2016-07-05,"35,964"
360705130,LAA,TB,13.0,5.0,2016-07-05,"14,896"
360706130,LAA,TB,7.0,2.0,2016-07-06,"11,267"
360706114,KC,TOR,2.0,4.0,2016-07-06,"39,971"
360706102,TEX,BOS,6.0,11.0,2016-07-06,"37,175"
360705104,NYY,CHW,9.0,0.0,2016-07-06,"20,773"
360705119,BAL,LAD,4.0,1.0,2016-07-06,"45,373"
360706119,BAL,LAD,6.0,4.0,2016-07-06,"40,899"
360707105,NYY,CLE,5.0,4.0,2016-07-07,"23,848"
360706104,NYY,CHW,0.0,5.0,2016-07-07,"21,144"
360707130,LAA,TB,5.0,1.0,2016-07-07,"14,576"
360707114,DET,TOR,4.0,5.0,2016-07-07,"46,283"
360708102,TB,BOS,5.0,6.0,2016-07-08,"37,739"
360708105,NYY,CLE,2.0,10.0,2016-07-08,"34,045"
360708101,LAA,BAL,9.0,5.0,2016-07-08,"44,317"
360708114,DET,TOR,0.0,6.0,2016-07-08,"43,228"
360709114,DET,TOR,3.0,2.0,2016-07-09,"47,684"
360709101,LAA,BAL,2.0,3.0,2016-07-09,"43,288"
360709102,TB,BOS,1.0,4.0,2016-07-09,"36,900"
360709105,NYY,CLE,7.0,6.0,2016-07-09,"32,951"
360710114,DET,TOR,1.0,6.0,2016-07-10,"47,747"
360710105,NYY,CLE,11.0,7.0,2016-07-10,"29,089"
360710101,LAA,BAL,2.0,4.0,2016-07-10,"32,963"
360710102,TB,BOS,0.0,4.0,2016-07-10,"36,669"
360715110,BOS,NYY,5.0,3.0,2016-07-15,"47,439"
360715130,BAL,TB,4.0,3.0,2016-07-15,"17,672"
360716130,BAL,TB,2.0,1.0,2016-07-16,"18,638"
360716111,TOR,OAK,4.0,5.0,2016-07-16,"27,510"
360715111,TOR,OAK,7.0,8.0,2016-07-16,"19,192"
360716110,BOS,NYY,5.0,2.0,2016-07-16,"48,329"
360717130,BAL,TB,2.0,5.0,2016-07-17,"16,161"
360717111,TOR,OAK,5.0,3.0,2016-07-17,"21,626"
360717110,BOS,NYY,1.0,3.0,2016-07-18,"42,884"
360718110,BAL,NYY,1.0,2.0,2016-07-18,"31,102"
360718127,TB,COL,4.0,7.0,2016-07-19,"30,601"
360719110,BAL,NYY,1.0,7.0,2016-07-19,"31,192"
360719102,SF,BOS,0.0,4.0,2016-07-19,"38,082"
360720102,SF,BOS,7.0,11.0,2016-07-20,"38,201"
360720129,TOR,ARI,10.0,4.0,2016-07-20,"20,076"
360720110,BAL,NYY,0.0,5.0,2016-07-20,"35,681"
360719129,TOR,ARI,5.0,1.0,2016-07-20,"26,626"
360720127,TB,COL,11.0,3.0,2016-07-20,"31,456"
360719127,TB,COL,10.0,1.0,2016-07-20,"33,061"
360721110,BAL,NYY,4.0,1.0,2016-07-21,"42,476"
360721102,MIN,BOS,2.0,13.0,2016-07-21,"37,566"
360721111,TB,OAK,7.0,3.0,2016-07-22,"14,412"
360722101,CLE,BAL,1.0,5.0,2016-07-22,"39,358"
360722110,SF,NYY,2.0,3.0,2016-07-22,"45,304"
360722114,SEA,TOR,2.0,1.0,2016-07-22,"46,737"
360722102,MIN,BOS,2.0,1.0,2016-07-22,"37,001"
360723101,CLE,BAL,2.0,5.0,2016-07-23,"31,946"
360723102,MIN,BOS,11.0,9.0,2016-07-23,"37,600"
360723110,SF,NYY,2.0,1.0,2016-07-23,"46,727"
360723114,SEA,TOR,14.0,5.0,2016-07-23,"47,517"
360722111,TB,OAK,0.0,1.0,2016-07-23,"15,250"
360723111,TB,OAK,3.0,4.0,2016-07-24,"30,436"
360724110,SF,NYY,2.0,5.0,2016-07-24,"34,143"
360724114,SEA,TOR,0.0,2.0,2016-07-24,"47,488"
360724101,CLE,BAL,3.0,5.0,2016-07-24,"37,821"
360724102,MIN,BOS,7.0,8.0,2016-07-24,"36,806"
360724111,TB,OAK,2.0,3.0,2016-07-24,"17,642"
360725102,DET,BOS,4.0,2.0,2016-07-25,"37,479"
360725101,COL,BAL,2.0,3.0,2016-07-25,"19,361"
360725114,SD,TOR,2.0,4.0,2016-07-25,"41,483"
360726102,DET,BOS,9.0,8.0,2016-07-26,"38,378"
360726114,SD,TOR,6.0,7.0,2016-07-26,"45,515"
360725118,NYY,HOU,2.0,1.0,2016-07-26,"30,628"
360726101,COL,BAL,6.0,3.0,2016-07-26,"23,677"
360726118,NYY,HOU,6.0,3.0,2016-07-27,"28,134"
360726119,TB,LAD,2.0,3.0,2016-07-27,"46,960"
360727114,SD,TOR,8.0,4.0,2016-07-27,"47,301"
360727102,DET,BOS,4.0,3.0,2016-07-27,"37,842"
360727119,TB,LAD,3.0,1.0,2016-07-27,"43,576"
360727101,COL,BAL,3.0,1.0,2016-07-27,"20,324"
360727118,NYY,HOU,1.0,4.0,2016-07-28,"35,186"
360728109,BAL,MIN,2.0,6.0,2016-07-28,"22,569"
360728103,BOS,LAA,1.0,2.0,2016-07-29,"41,257"
360729114,BAL,TOR,5.0,6.0,2016-07-29,"46,112"
360729130,NYY,TB,1.0,5.0,2016-07-29,"17,856"
400837503,NYY,TB,3.0,6.0,2016-07-30,"25,883"
360730130,NYY,TB,3.0,6.0,2016-07-30,"25,883"
360729103,BOS,LAA,6.0,2.0,2016-07-30,"39,113"
360730114,BAL,TOR,1.0,9.0,2016-07-30,"47,305"
360730103,BOS,LAA,2.0,5.0,2016-07-31,"43,150"
360731114,BAL,TOR,6.0,2.0,2016-07-31,"46,792"
360731130,NYY,TB,3.0,5.0,2016-07-31,"18,109"
360731103,BOS,LAA,5.0,3.0,2016-07-31,"39,553"
360801121,NYY,NYM,6.0,5.0,2016-08-01,"42,125"
360801130,KC,TB,3.0,0.0,2016-08-01,"13,976"
360802121,NYY,NYM,1.0,7.0,2016-08-02,"42,819"
360801118,TOR,HOU,1.0,2.0,2016-08-02,"20,623"
360801112,BOS,SEA,2.0,1.0,2016-08-02,"29,601"
360802101,TEX,BAL,1.0,5.0,2016-08-02,"22,230"
360802130,KC,TB,3.0,2.0,2016-08-02,"12,625"
360803101,TEX,BAL,2.0,3.0,2016-08-03,"24,552"
360803110,NYM,NYY,5.0,9.0,2016-08-03,"48,339"
360803130,KC,TB,0.0,12.0,2016-08-03,"11,149"
360802118,TOR,HOU,2.0,1.0,2016-08-03,"24,399"
