,game,away,home,away-score,home-score,date,attendance,winner
0,360403130,TOR,TB,5.0,3.0,2016-04-03,"31,042",TOR
1,360404101,MIN,BAL,2.0,3.0,2016-04-04,"45,785",BAL
2,360404130,TOR,TB,5.0,3.0,2016-04-04,"15,116",TOR
3,360405110,HOU,NYY,5.0,3.0,2016-04-05,"47,820",HOU
4,360405105,BOS,CLE,6.0,2.0,2016-04-05,"34,493",BOS
5,360405130,TOR,TB,2.0,3.0,2016-04-05,"12,757",TB
6,360406130,TOR,TB,3.0,5.0,2016-04-06,"14,257",TB
7,360406105,BOS,CLE,6.0,7.0,2016-04-06,"10,298",CLE
8,360406101,MIN,BAL,2.0,4.0,2016-04-06,"12,622",BAL
9,360406110,HOU,NYY,6.0,16.0,2016-04-06,"37,493",NYY
10,360407110,HOU,NYY,5.0,8.0,2016-04-07,"30,003",NYY
11,360407101,MIN,BAL,2.0,4.0,2016-04-07,"11,142",BAL
12,360408106,NYY,DET,0.0,4.0,2016-04-08,"45,049",DET
13,360408101,TB,BAL,1.0,6.0,2016-04-08,"17,304",BAL
14,360408114,BOS,TOR,8.0,7.0,2016-04-08,"48,871",BOS
15,360409106,NYY,DET,8.0,4.0,2016-04-09,"32,419",NYY
16,360409114,BOS,TOR,8.0,4.0,2016-04-09,"47,138",BOS
17,360410114,BOS,TOR,0.0,3.0,2016-04-10,"46,158",TOR
18,360410101,TB,BAL,3.0,5.0,2016-04-10,"23,101",BAL
19,400836044,TB,BAL,3.0,5.0,2016-04-10,"23,101",BAL
20,360411102,BAL,BOS,9.0,7.0,2016-04-11,"37,160",BAL
21,360412114,NYY,TOR,3.0,2.0,2016-04-12,"28,819",NYY
22,360412102,BAL,BOS,9.0,5.0,2016-04-12,"31,114",BAL
23,360412130,CLE,TB,1.0,5.0,2016-04-12,"10,283",TB
24,360413102,BAL,BOS,2.0,4.0,2016-04-13,"31,011",BOS
25,360413114,NYY,TOR,2.0,7.0,2016-04-13,"27,938",TOR
26,360413130,CLE,TB,4.0,1.0,2016-04-13,"10,117",CLE
27,360414130,CLE,TB,6.0,0.0,2016-04-14,"10,715",CLE
28,360414114,NYY,TOR,2.0,4.0,2016-04-14,"36,238",TOR
29,360415130,CHW,TB,1.0,0.0,2016-04-15,"16,801",CHW
30,360415102,TOR,BOS,3.0,5.0,2016-04-15,"31,415",BOS
31,360414113,BAL,TEX,3.0,6.0,2016-04-15,"22,820",TEX
32,360415110,SEA,NYY,7.0,1.0,2016-04-15,"35,531",SEA
33,360415113,BAL,TEX,11.0,5.0,2016-04-16,"32,628",BAL
34,360416110,SEA,NYY,3.0,2.0,2016-04-16,"38,574",SEA
35,360416102,TOR,BOS,2.0,4.0,2016-04-16,"36,267",BOS
36,360416130,CHW,TB,2.0,7.0,2016-04-16,"30,451",TB
37,360416113,BAL,TEX,4.0,8.0,2016-04-17,"39,493",TEX
38,360417110,SEA,NYY,3.0,4.0,2016-04-17,"43,856",NYY
39,360417130,CHW,TB,2.0,3.0,2016-04-17,"21,810",TB
40,360417102,TOR,BOS,5.0,3.0,2016-04-17,"37,217",TOR
41,360418102,TOR,BOS,4.0,3.0,2016-04-18,"37,168",TOR
42,360419110,OAK,NYY,3.0,2.0,2016-04-19,"31,952",OAK
43,360419101,TOR,BAL,4.0,3.0,2016-04-19,"16,783",TOR
44,360419102,TB,BOS,3.0,0.0,2016-04-19,"32,061",TB
45,360420102,TB,BOS,3.0,7.0,2016-04-20,"31,689",BOS
46,360420101,TOR,BAL,3.0,4.0,2016-04-20,"15,404",BAL
47,360420110,OAK,NYY,5.0,2.0,2016-04-20,"37,396",OAK
48,360421102,TB,BOS,12.0,8.0,2016-04-21,"37,954",TB
49,360421101,TOR,BAL,2.0,3.0,2016-04-21,"17,644",BAL
50,360421110,OAK,NYY,7.0,3.0,2016-04-21,"33,818",OAK
51,360422110,TB,NYY,3.0,6.0,2016-04-22,"31,843",NYY
52,360422114,OAK,TOR,8.0,5.0,2016-04-22,"34,251",OAK
53,360423118,BOS,HOU,3.0,8.0,2016-04-23,"40,232",HOU
54,360423114,OAK,TOR,3.0,9.0,2016-04-23,"46,334",TOR
55,360423107,BAL,KC,8.0,3.0,2016-04-23,"39,900",BAL
56,360422107,BAL,KC,2.0,4.0,2016-04-23,"29,546",KC
57,360422118,BOS,HOU,6.0,2.0,2016-04-23,"26,672",BOS
58,360423110,TB,NYY,2.0,3.0,2016-04-23,"40,714",NYY
59,360424107,BAL,KC,1.0,6.0,2016-04-24,"34,748",KC
60,360424110,TB,NYY,8.0,1.0,2016-04-24,"40,981",TB
61,360424114,OAK,TOR,3.0,6.0,2016-04-24,"46,300",TOR
62,360424118,BOS,HOU,7.0,5.0,2016-04-25,"32,416",BOS
63,360425114,CHW,TOR,7.0,5.0,2016-04-25,"24,333",CHW
64,360425115,BOS,ATL,1.0,0.0,2016-04-25,"22,735",BOS
65,360425130,BAL,TB,0.0,2.0,2016-04-25,"12,996",TB
66,360425113,NYY,TEX,3.0,1.0,2016-04-26,"31,453",NYY
67,360426114,CHW,TOR,10.0,1.0,2016-04-26,"23,726",CHW
68,360426115,BOS,ATL,11.0,4.0,2016-04-26,"23,487",BOS
69,360426130,BAL,TB,1.0,3.0,2016-04-26,"10,988",TB
70,360426113,NYY,TEX,1.0,10.0,2016-04-27,"26,163",TEX
71,360427114,CHW,TOR,4.0,0.0,2016-04-27,"28,759",CHW
72,360427102,ATL,BOS,4.0,9.0,2016-04-27,"33,380",BOS
73,360427130,BAL,TB,3.0,1.0,2016-04-27,"11,850",BAL
74,360428102,ATL,BOS,5.0,3.0,2016-04-28,"32,232",ATL
75,360427113,NYY,TEX,2.0,3.0,2016-04-28,"35,477",TEX
76,360428101,CHW,BAL,2.0,10.0,2016-04-28,"14,568",BAL
77,360429101,CHW,BAL,3.0,6.0,2016-04-29,"19,912",BAL
78,360429102,NYY,BOS,2.0,4.0,2016-04-29,"37,115",BOS
79,360429130,TOR,TB,6.0,1.0,2016-04-29,"13,679",TOR
80,360430130,TOR,TB,3.0,4.0,2016-04-30,"14,948",TB
81,360430101,CHW,BAL,8.0,7.0,2016-04-30,"29,152",CHW
82,360430102,NYY,BOS,0.0,8.0,2016-04-30,"37,901",BOS
83,360501130,TOR,TB,5.0,1.0,2016-05-01,"27,217",TOR
84,360501101,CHW,BAL,7.0,1.0,2016-05-01,"28,803",CHW
85,360502114,TEX,TOR,2.0,1.0,2016-05-02,"25,323",TEX
86,360501102,NYY,BOS,7.0,8.0,2016-05-02,"34,279",BOS
87,360503130,LAD,TB,10.0,5.0,2016-05-03,"14,116",LAD
88,360503114,TEX,TOR,1.0,3.0,2016-05-03,"24,437",TOR
89,360503101,NYY,BAL,1.0,4.0,2016-05-03,"16,083",BAL
90,360503104,BOS,CHW,1.0,4.0,2016-05-04,"15,025",CHW
91,360504101,NYY,BAL,7.0,0.0,2016-05-04,"15,998",NYY
92,360504114,TEX,TOR,3.0,4.0,2016-05-04,"25,229",TOR
93,360504130,LAD,TB,5.0,8.0,2016-05-04,"13,226",TB
94,360504104,BOS,CHW,5.0,2.0,2016-05-05,"14,383",BOS
95,360505101,NYY,BAL,0.0,1.0,2016-05-05,"19,598",BAL
96,360505114,TEX,TOR,2.0,12.0,2016-05-05,"35,468",TOR
97,360505104,BOS,CHW,7.0,3.0,2016-05-06,"20,126",BOS
98,360506110,BOS,NYY,2.0,3.0,2016-05-06,"45,756",NYY
99,360506114,LAD,TOR,2.0,5.0,2016-05-06,"42,304",TOR
100,360507301,OAK,BAL,2.0,5.0,2016-05-07,"29,862",BAL
101,360507114,LAD,TOR,6.0,2.0,2016-05-07,"47,156",LAD
102,360507201,OAK,BAL,8.0,4.0,2016-05-07,"15,110",OAK
103,360507110,BOS,NYY,2.0,8.0,2016-05-07,"47,822",NYY
104,360506103,TB,LAA,5.0,2.0,2016-05-07,"41,253",TB
105,360507103,TB,LAA,4.0,2.0,2016-05-08,"40,142",TB
106,360508114,LAD,TOR,4.0,2.0,2016-05-08,"46,665",LAD
107,360508101,OAK,BAL,3.0,11.0,2016-05-08,"43,690",BAL
108,360508103,TB,LAA,3.0,1.0,2016-05-08,"41,086",TB
109,360508110,BOS,NYY,5.0,1.0,2016-05-09,"41,869",BOS
110,360509110,KC,NYY,3.0,6.0,2016-05-09,"41,243",NYY
111,360509102,OAK,BOS,7.0,14.0,2016-05-09,"35,227",BOS
112,360509112,TB,SEA,2.0,5.0,2016-05-10,"15,230",SEA
113,360509126,TOR,SF,3.0,1.0,2016-05-10,"41,256",TOR
114,360510110,KC,NYY,7.0,10.0,2016-05-10,"39,128",NYY
115,360510102,OAK,BOS,5.0,13.0,2016-05-10,"32,167",BOS
116,360511110,KC,NYY,7.0,3.0,2016-05-11,"31,226",KC
117,360511102,OAK,BOS,3.0,13.0,2016-05-11,"33,283",BOS
118,360511112,TB,SEA,5.0,6.0,2016-05-11,"23,000",SEA
119,360511126,TOR,SF,4.0,5.0,2016-05-11,"41,372",SF
120,360510126,TOR,SF,4.0,0.0,2016-05-11,"41,464",TOR
121,360510109,BAL,MIN,5.0,3.0,2016-05-11,"21,586",BAL
122,360511109,BAL,MIN,9.0,2.0,2016-05-11,"25,094",BAL
123,360510112,TB,SEA,4.0,6.0,2016-05-11,"16,013",SEA
124,360512101,DET,BAL,5.0,7.0,2016-05-12,"14,918",BAL
125,360512110,KC,NYY,3.0,7.0,2016-05-12,"35,944",NYY
126,360512102,HOU,BOS,1.0,11.0,2016-05-12,"34,982",BOS
127,360513101,DET,BAL,0.0,1.0,2016-05-13,"30,488",BAL
128,360513110,CHW,NYY,7.0,1.0,2016-05-13,"34,264",CHW
129,360513102,HOU,BOS,7.0,6.0,2016-05-13,"33,148",HOU
130,360513130,OAK,TB,6.0,3.0,2016-05-13,"14,604",OAK
131,360513113,TOR,TEX,5.0,0.0,2016-05-14,"40,344",TOR
132,360514102,HOU,BOS,5.0,6.0,2016-05-14,"37,430",BOS
133,360514110,CHW,NYY,1.0,2.0,2016-05-14,"39,691",NYY
134,360514130,OAK,TB,0.0,6.0,2016-05-14,"28,158",TB
135,360514101,DET,BAL,3.0,9.0,2016-05-14,"32,174",BAL
136,360515113,TOR,TEX,6.0,7.0,2016-05-15,"41,327",TEX
137,360515102,HOU,BOS,9.0,10.0,2016-05-15,"35,736",BOS
138,360515101,DET,BAL,6.0,5.0,2016-05-15,"37,890",DET
139,360515110,CHW,NYY,5.0,7.0,2016-05-15,"41,979",NYY
140,360514113,TOR,TEX,5.0,6.0,2016-05-15,"47,115",TEX
141,360515130,OAK,TB,7.0,6.0,2016-05-15,"19,545",OAK
142,360516114,TB,TOR,13.0,2.0,2016-05-16,"26,516",TB
143,360516129,NYY,ARI,2.0,12.0,2016-05-17,"32,718",ARI
144,360517101,SEA,BAL,10.0,0.0,2016-05-17,"14,477",SEA
145,360517114,TB,TOR,12.0,2.0,2016-05-17,"27,521",TB
146,360518114,TB,TOR,6.0,3.0,2016-05-18,"29,078",TB
147,360517107,BOS,KC,4.0,8.0,2016-05-18,"25,215",KC
148,360517129,NYY,ARI,3.0,5.0,2016-05-18,"30,913",ARI
149,360518207,BOS,KC,2.0,3.0,2016-05-18,"33,613",KC
150,360518101,SEA,BAL,2.0,5.0,2016-05-18,"21,167",BAL
151,360519101,SEA,BAL,7.0,2.0,2016-05-19,"35,012",SEA
152,360518307,BOS,KC,5.0,2.0,2016-05-19,"23,739",BOS
153,360518129,NYY,ARI,4.0,2.0,2016-05-19,"32,191",NYY
154,360519109,TOR,MIN,3.0,2.0,2016-05-20,"25,435",TOR
155,360519111,NYY,OAK,4.0,1.0,2016-05-20,"17,456",NYY
156,360520102,CLE,BOS,4.0,2.0,2016-05-20,"37,354",CLE
157,360520106,TB,DET,7.0,5.0,2016-05-20,"30,304",TB
158,360521106,TB,DET,4.0,5.0,2016-05-21,"32,316",DET
159,360520109,TOR,MIN,9.0,3.0,2016-05-21,"29,396",TOR
160,360520111,NYY,OAK,8.0,3.0,2016-05-21,"28,235",NYY
161,360520103,BAL,LAA,9.0,4.0,2016-05-21,"40,987",BAL
162,360521109,TOR,MIN,3.0,5.0,2016-05-21,"30,460",MIN
163,360521102,CLE,BOS,1.0,9.0,2016-05-21,"37,254",BOS
164,360521111,NYY,OAK,5.0,1.0,2016-05-21,"26,356",NYY
165,360522111,NYY,OAK,5.0,4.0,2016-05-22,"25,237",NYY
166,360522103,BAL,LAA,2.0,10.0,2016-05-22,"41,280",LAA
167,360522109,TOR,MIN,3.0,1.0,2016-05-22,"33,421",TOR
168,360522106,TB,DET,4.0,9.0,2016-05-22,"34,758",DET
169,360521103,BAL,LAA,3.0,1.0,2016-05-22,"40,137",BAL
170,360522102,CLE,BOS,2.0,5.0,2016-05-22,"36,021",BOS
171,360523128,TB,MIA,6.0,7.0,2016-05-23,"17,969",MIA
172,360524102,COL,BOS,3.0,8.0,2016-05-24,"36,123",BOS
173,360524128,TB,MIA,4.0,3.0,2016-05-24,"23,709",TB
174,360524110,TOR,NYY,0.0,6.0,2016-05-24,"35,174",NYY
175,360525102,COL,BOS,3.0,10.0,2016-05-25,"36,430",BOS
176,360525130,MIA,TB,4.0,3.0,2016-05-25,"13,554",MIA
177,360524118,BAL,HOU,2.0,3.0,2016-05-25,"24,783",HOU
178,360525110,TOR,NYY,8.0,4.0,2016-05-25,"38,959",TOR
179,360526102,COL,BOS,8.0,2.0,2016-05-26,"36,162",COL
180,360526110,TOR,NYY,3.0,1.0,2016-05-26,"38,391",TOR
181,360525118,BAL,HOU,3.0,4.0,2016-05-26,"25,618",HOU
182,360526130,MIA,TB,9.0,1.0,2016-05-26,"11,399",MIA
183,360526118,BAL,HOU,2.0,4.0,2016-05-27,"23,826",HOU
184,360527114,BOS,TOR,5.0,7.0,2016-05-27,"46,470",TOR
185,360527105,BAL,CLE,6.0,4.0,2016-05-27,"21,054",BAL
186,360527130,NYY,TB,4.0,1.0,2016-05-27,"14,697",NYY
187,360528114,BOS,TOR,9.0,10.0,2016-05-28,"48,154",TOR
188,360528105,BAL,CLE,4.0,11.0,2016-05-28,"21,110",CLE
189,360528130,NYY,TB,5.0,9.0,2016-05-28,"20,188",TB
190,360529114,BOS,TOR,5.0,3.0,2016-05-29,"47,916",BOS
191,360529105,BAL,CLE,6.0,4.0,2016-05-29,"18,565",BAL
192,360529130,NYY,TB,2.0,1.0,2016-05-29,"19,748",NYY
193,360530101,BOS,BAL,7.0,2.0,2016-05-30,"43,926",BOS
194,360530114,NYY,TOR,2.0,4.0,2016-05-30,"32,921",TOR
195,360531114,NYY,TOR,1.0,4.0,2016-05-31,"33,419",TOR
196,360530107,TB,KC,2.0,6.0,2016-05-31,"32,018",KC
197,360531101,BOS,BAL,6.0,2.0,2016-05-31,"17,664",BOS
198,360531107,TB,KC,5.0,10.0,2016-06-01,"26,006",KC
199,360601101,BOS,BAL,9.0,13.0,2016-06-01,"20,750",BAL
200,360601114,NYY,TOR,0.0,7.0,2016-06-01,"39,512",TOR
201,360601107,TB,KC,3.0,6.0,2016-06-02,"30,554",KC
202,360602101,BOS,BAL,7.0,12.0,2016-06-02,"21,534",BAL
203,360602106,NYY,DET,5.0,4.0,2016-06-02,"28,213",NYY
204,360602109,TB,MIN,4.0,6.0,2016-06-03,"20,193",MIN
205,360603101,NYY,BAL,5.0,6.0,2016-06-03,"25,220",BAL
206,360603102,TOR,BOS,5.0,2.0,2016-06-03,"37,129",TOR
207,360604101,NYY,BAL,8.0,6.0,2016-06-04,"33,170",NYY
208,360603109,TB,MIN,4.0,2.0,2016-06-04,"21,134",TB
209,360604102,TOR,BOS,4.0,6.0,2016-06-04,"37,762",BOS
210,360604109,TB,MIN,7.0,4.0,2016-06-04,"26,613",TB
211,360605109,TB,MIN,7.0,5.0,2016-06-05,"25,510",TB
212,360605102,TOR,BOS,5.0,4.0,2016-06-05,"35,823",TOR
213,360605101,NYY,BAL,1.0,3.0,2016-06-05,"28,807",BAL
214,360606101,KC,BAL,1.0,4.0,2016-06-06,"14,878",BAL
215,360606110,LAA,NYY,2.0,5.0,2016-06-06,"34,648",NYY
216,360606106,TOR,DET,0.0,11.0,2016-06-06,"29,771",DET
217,360606129,TB,ARI,6.0,4.0,2016-06-07,"17,176",TB
218,360607101,KC,BAL,1.0,9.0,2016-06-07,"28,110",BAL
219,360607110,LAA,NYY,3.0,6.0,2016-06-07,"31,034",NYY
220,360607106,TOR,DET,2.0,3.0,2016-06-07,"30,745",DET
221,360607129,TB,ARI,0.0,5.0,2016-06-08,"17,964",ARI
222,360607126,BOS,SF,5.0,3.0,2016-06-08,"41,512",BOS
223,360608106,TOR,DET,7.0,2.0,2016-06-08,"36,036",TOR
224,360608129,TB,ARI,6.0,3.0,2016-06-08,"16,954",TB
225,360608101,KC,BAL,0.0,4.0,2016-06-08,"19,178",BAL
226,360608110,LAA,NYY,6.0,12.0,2016-06-08,"31,557",NYY
227,360609110,LAA,NYY,3.0,6.0,2016-06-09,"34,971",NYY
228,360609114,BAL,TOR,6.0,5.0,2016-06-09,"41,448",BAL
229,360608126,BOS,SF,1.0,2.0,2016-06-09,"41,635",SF
230,360610110,DET,NYY,0.0,4.0,2016-06-10,"40,011",NYY
231,360610114,BAL,TOR,3.0,4.0,2016-06-10,"44,439",TOR
232,360610130,HOU,TB,3.0,4.0,2016-06-10,"13,075",TB
233,360610109,BOS,MIN,8.0,1.0,2016-06-11,"22,786",BOS
234,360611114,BAL,TOR,6.0,11.0,2016-06-11,"47,651",TOR
235,360611109,BOS,MIN,15.0,4.0,2016-06-11,"28,633",BOS
236,360611130,HOU,TB,4.0,3.0,2016-06-11,"19,658",HOU
237,360611110,DET,NYY,6.0,1.0,2016-06-11,"38,050",DET
238,360612114,BAL,TOR,9.0,10.0,2016-06-12,"47,249",TOR
239,360612130,HOU,TB,0.0,5.0,2016-06-12,"11,168",TB
240,360612110,DET,NYY,4.0,1.0,2016-06-12,"47,474",DET
241,360612109,BOS,MIN,4.0,7.0,2016-06-12,"26,087",MIN
242,360613114,PHI,TOR,7.0,0.0,2016-06-13,"35,678",PHI
243,360614130,SEA,TB,7.0,8.0,2016-06-14,"11,455",TB
244,360614114,PHI,TOR,3.0,11.0,2016-06-14,"47,066",TOR
245,360614102,BAL,BOS,3.0,2.0,2016-06-14,"38,009",BAL
246,360614127,NYY,COL,10.0,13.0,2016-06-15,"46,335",COL
247,360615127,NYY,COL,3.0,6.0,2016-06-15,"40,093",COL
248,360615102,BAL,BOS,4.0,6.0,2016-06-15,"36,233",BOS
249,360615122,TOR,PHI,7.0,2.0,2016-06-15,"24,753",TOR
250,360615130,SEA,TB,2.0,3.0,2016-06-15,"12,239",TB
251,360616130,SEA,TB,6.0,4.0,2016-06-16,"11,331",SEA
252,360616122,TOR,PHI,13.0,2.0,2016-06-16,"22,279",TOR
253,360616102,BAL,BOS,5.0,1.0,2016-06-16,"36,757",BAL
254,360617130,SF,TB,5.0,1.0,2016-06-17,"40,135",SF
255,360617102,SEA,BOS,8.0,4.0,2016-06-17,"35,896",SEA
256,400836967,SF,TB,5.0,1.0,2016-06-17,"40,135",SF
257,360616109,NYY,MIN,4.0,1.0,2016-06-17,"23,751",NYY
258,360617101,TOR,BAL,13.0,3.0,2016-06-17,"38,306",TOR
259,360617109,NYY,MIN,8.0,2.0,2016-06-18,"23,161",NYY
260,360618109,NYY,MIN,7.0,6.0,2016-06-18,"30,760",NYY
261,360618101,TOR,BAL,2.0,4.0,2016-06-18,"41,901",BAL
262,360618102,SEA,BOS,2.0,6.0,2016-06-18,"37,195",BOS
263,360618130,SF,TB,6.0,4.0,2016-06-18,"23,948",SF
264,360619130,SF,TB,5.0,1.0,2016-06-19,"17,361",SF
265,360619101,TOR,BAL,6.0,11.0,2016-06-19,"39,024",BAL
266,360619102,SEA,BOS,1.0,2.0,2016-06-19,"37,211",BOS
267,360619109,NYY,MIN,4.0,7.0,2016-06-19,"29,553",MIN
268,360620102,CHW,BOS,3.0,1.0,2016-06-20,"36,291",CHW
269,360620105,TB,CLE,4.0,7.0,2016-06-20,"13,811",CLE
270,360621105,TB,CLE,0.0,6.0,2016-06-21,"15,629",CLE
271,360621102,CHW,BOS,3.0,1.0,2016-06-21,"36,544",CHW
272,360621114,ARI,TOR,4.0,2.0,2016-06-21,"41,838",ARI
273,360621101,SD,BAL,10.0,7.0,2016-06-21,"23,876",SD
274,360620113,BAL,TEX,3.0,4.0,2016-06-21,"35,366",TEX
275,360621110,COL,NYY,8.0,4.0,2016-06-21,"34,760",COL
276,360622110,COL,NYY,8.0,9.0,2016-06-22,"40,104",NYY
277,360622114,ARI,TOR,2.0,5.0,2016-06-22,"46,967",TOR
278,360622101,SD,BAL,2.0,7.0,2016-06-22,"23,785",BAL
279,360622102,CHW,BOS,8.0,6.0,2016-06-22,"37,413",CHW
280,360622105,TB,CLE,1.0,6.0,2016-06-22,"21,216",CLE
281,360623102,CHW,BOS,7.0,8.0,2016-06-23,"37,790",BOS
282,360624101,TB,BAL,3.0,6.0,2016-06-24,"44,956",BAL
283,360624110,MIN,NYY,3.0,5.0,2016-06-24,"44,808",NYY
284,360625201,TB,BAL,0.0,5.0,2016-06-25,"18,229",BAL
285,360625301,TB,BAL,6.0,8.0,2016-06-25,"33,040",BAL
286,360625104,TOR,CHW,10.0,8.0,2016-06-25,"25,776",TOR
287,360625110,MIN,NYY,1.0,2.0,2016-06-25,"40,075",NYY
288,360624104,TOR,CHW,2.0,3.0,2016-06-25,"27,196",CHW
289,360624113,BOS,TEX,8.0,7.0,2016-06-25,"46,811",BOS
290,360625113,BOS,TEX,3.0,10.0,2016-06-26,"47,559",TEX
291,360626110,MIN,NYY,7.0,1.0,2016-06-26,"38,673",MIN
292,360626101,TB,BAL,5.0,12.0,2016-06-26,"38,611",BAL
293,360626104,TOR,CHW,2.0,5.0,2016-06-26,"28,345",CHW
294,360626113,BOS,TEX,2.0,6.0,2016-06-26,"36,312",TEX
295,360627110,TEX,NYY,9.0,6.0,2016-06-27,"32,914",TEX
296,360627130,BOS,TB,7.0,13.0,2016-06-27,"18,024",TB
297,360627127,TOR,COL,5.0,9.0,2016-06-28,"36,419",COL
298,360628110,TEX,NYY,7.0,1.0,2016-06-28,"32,373",TEX
299,360628130,BOS,TB,8.0,2.0,2016-06-28,"16,986",BOS
300,360629125,BAL,SD,12.0,6.0,2016-06-29,"25,221",BAL
301,360629127,TOR,COL,5.0,3.0,2016-06-29,"38,412",TOR
302,360629110,TEX,NYY,7.0,9.0,2016-06-29,"39,875",NYY
303,360628125,BAL,SD,11.0,7.0,2016-06-29,"31,515",BAL
304,360628127,TOR,COL,14.0,9.0,2016-06-29,"33,917",TOR
305,360629130,BOS,TB,0.0,4.0,2016-06-29,"24,110",TB
306,360630110,TEX,NYY,1.0,2.0,2016-06-30,"39,934",NYY
307,360630114,CLE,TOR,4.0,1.0,2016-06-30,"41,365",CLE
308,360630130,DET,TB,10.0,7.0,2016-06-30,"10,729",DET
309,360701130,DET,TB,10.0,2.0,2016-07-01,"13,537",DET
310,360701102,LAA,BOS,4.0,5.0,2016-07-01,"37,117",BOS
311,360630112,BAL,SEA,3.0,5.0,2016-07-01,"23,715",SEA
312,360701114,CLE,TOR,2.0,1.0,2016-07-01,"45,825",CLE
313,360701112,BAL,SEA,2.0,5.0,2016-07-02,"33,006",SEA
314,360701125,NYY,SD,6.0,7.0,2016-07-02,"41,321",SD
315,360702114,CLE,TOR,6.0,9.0,2016-07-02,"46,197",TOR
316,360702130,DET,TB,3.0,2.0,2016-07-02,"17,861",DET
317,360702102,LAA,BOS,21.0,2.0,2016-07-02,"36,552",LAA
318,360703125,NYY,SD,6.0,3.0,2016-07-03,"42,131",NYY
319,360703112,BAL,SEA,4.0,9.0,2016-07-03,"31,405",SEA
320,360703102,LAA,BOS,5.0,10.0,2016-07-03,"36,801",BOS
321,360702125,NYY,SD,1.0,2.0,2016-07-03,"42,315",SD
322,360703114,CLE,TOR,1.0,17.0,2016-07-03,"45,962",TOR
323,360702112,BAL,SEA,6.0,12.0,2016-07-03,"29,362",SEA
324,360703130,DET,TB,5.0,1.0,2016-07-03,"13,126",DET
325,360704130,LAA,TB,2.0,4.0,2016-07-04,"14,532",TB
326,360704102,TEX,BOS,5.0,12.0,2016-07-04,"36,253",BOS
327,360704104,NYY,CHW,2.0,8.0,2016-07-04,"30,955",CHW
328,360704114,KC,TOR,2.0,6.0,2016-07-04,"36,438",TOR
329,360704119,BAL,LAD,5.0,7.0,2016-07-05,"47,378",LAD
330,360705114,KC,TOR,3.0,8.0,2016-07-05,"35,917",TOR
331,360705102,TEX,BOS,7.0,2.0,2016-07-05,"35,964",TEX
332,360705130,LAA,TB,13.0,5.0,2016-07-05,"14,896",LAA
333,360706130,LAA,TB,7.0,2.0,2016-07-06,"11,267",LAA
334,360706114,KC,TOR,2.0,4.0,2016-07-06,"39,971",TOR
335,360706102,TEX,BOS,6.0,11.0,2016-07-06,"37,175",BOS
336,360705119,BAL,LAD,4.0,1.0,2016-07-06,"45,373",BAL
337,360705104,NYY,CHW,9.0,0.0,2016-07-06,"20,773",NYY
338,360706119,BAL,LAD,6.0,4.0,2016-07-06,"40,899",BAL
339,360706104,NYY,CHW,0.0,5.0,2016-07-07,"21,144",CHW
340,360707130,LAA,TB,5.0,1.0,2016-07-07,"14,576",LAA
341,360707114,DET,TOR,4.0,5.0,2016-07-07,"46,283",TOR
342,360707105,NYY,CLE,5.0,4.0,2016-07-07,"23,848",NYY
343,360708101,LAA,BAL,9.0,5.0,2016-07-08,"44,317",LAA
344,360708114,DET,TOR,0.0,6.0,2016-07-08,"43,228",TOR
345,360708102,TB,BOS,5.0,6.0,2016-07-08,"37,739",BOS
346,360708105,NYY,CLE,2.0,10.0,2016-07-08,"34,045",CLE
347,360709114,DET,TOR,3.0,2.0,2016-07-09,"47,684",DET
348,360709101,LAA,BAL,2.0,3.0,2016-07-09,"43,288",BAL
349,360709102,TB,BOS,1.0,4.0,2016-07-09,"36,900",BOS
350,360709105,NYY,CLE,7.0,6.0,2016-07-09,"32,951",NYY
351,360710102,TB,BOS,0.0,4.0,2016-07-10,"36,669",BOS
352,360710101,LAA,BAL,2.0,4.0,2016-07-10,"32,963",BAL
353,360710114,DET,TOR,1.0,6.0,2016-07-10,"47,747",TOR
354,360710105,NYY,CLE,11.0,7.0,2016-07-10,"29,089",NYY
355,360715110,BOS,NYY,5.0,3.0,2016-07-15,"47,439",BOS
356,360715130,BAL,TB,4.0,3.0,2016-07-15,"17,672",BAL
357,360715111,TOR,OAK,7.0,8.0,2016-07-16,"19,192",OAK
358,360716110,BOS,NYY,5.0,2.0,2016-07-16,"48,329",BOS
359,360716111,TOR,OAK,4.0,5.0,2016-07-16,"27,510",OAK
360,360716130,BAL,TB,2.0,1.0,2016-07-16,"18,638",BAL
361,360717130,BAL,TB,2.0,5.0,2016-07-17,"16,161",TB
362,360717111,TOR,OAK,5.0,3.0,2016-07-17,"21,626",TOR
363,360717110,BOS,NYY,1.0,3.0,2016-07-18,"42,884",NYY
364,360718110,BAL,NYY,1.0,2.0,2016-07-18,"31,102",NYY
365,360719102,SF,BOS,0.0,4.0,2016-07-19,"38,082",BOS
366,360718127,TB,COL,4.0,7.0,2016-07-19,"30,601",COL
367,360719110,BAL,NYY,1.0,7.0,2016-07-19,"31,192",NYY
368,360719127,TB,COL,10.0,1.0,2016-07-20,"33,061",TB
369,360719129,TOR,ARI,5.0,1.0,2016-07-20,"26,626",TOR
370,360720127,TB,COL,11.0,3.0,2016-07-20,"31,456",TB
371,360720129,TOR,ARI,10.0,4.0,2016-07-20,"20,076",TOR
372,360720102,SF,BOS,7.0,11.0,2016-07-20,"38,201",BOS
373,360720110,BAL,NYY,0.0,5.0,2016-07-20,"35,681",NYY
