,game,away,home,away-score,home-score,date,attendance,winner
867,370611110,BAL,NYY,3.0,14.0,2017-06-11,"46,348",NYY
868,370611130,OAK,TB,4.0,5.0,2017-06-11,"13,640",TB
869,370611112,TOR,SEA,4.0,0.0,2017-06-11,"41,137",TOR
870,370611102,DET,BOS,8.0,3.0,2017-06-12,"35,457",DET
871,370612102,PHI,BOS,5.0,6.0,2017-06-12,"36,757",BOS
872,370613102,PHI,BOS,3.0,4.0,2017-06-13,"37,141",BOS
873,370612104,BAL,CHW,7.0,10.0,2017-06-13,"17,665",CHW
874,370612103,NYY,LAA,5.0,3.0,2017-06-13,"36,245",NYY
875,370613114,TB,TOR,8.0,1.0,2017-06-13,"39,404",TB
876,370614122,BOS,PHI,7.0,3.0,2017-06-14,"28,263",BOS
877,370614114,TB,TOR,6.0,7.0,2017-06-14,"37,734",TOR
878,370613104,BAL,CHW,1.0,6.0,2017-06-14,"15,038",CHW
879,370613103,NYY,LAA,2.0,3.0,2017-06-14,"33,159",LAA
880,370614104,BAL,CHW,10.0,6.0,2017-06-15,"20,008",BAL
881,370614103,NYY,LAA,5.0,7.0,2017-06-15,"43,851",LAA
882,370615104,BAL,CHW,2.0,5.0,2017-06-15,"20,139",CHW
883,370615122,BOS,PHI,0.0,1.0,2017-06-15,"30,729",PHI
884,370615106,TB,DET,3.0,5.0,2017-06-15,"24,056",DET
885,370615111,NYY,OAK,7.0,8.0,2017-06-16,"21,838",OAK
886,370616101,STL,BAL,11.0,2.0,2017-06-16,"26,341",STL
887,370616114,CHW,TOR,11.0,4.0,2017-06-16,"39,071",CHW
888,370616106,TB,DET,4.0,13.0,2017-06-16,"29,674",DET
889,370617111,NYY,OAK,2.0,5.0,2017-06-17,"31,418",OAK
890,370617101,STL,BAL,7.0,15.0,2017-06-17,"27,788",BAL
891,370617106,TB,DET,3.0,2.0,2017-06-17,"33,478",TB
892,370616111,NYY,OAK,6.0,7.0,2017-06-17,"30,184",OAK
893,370616118,BOS,HOU,2.0,1.0,2017-06-17,"36,189",BOS
894,370617114,CHW,TOR,5.0,2.0,2017-06-17,"47,171",CHW
895,370617118,BOS,HOU,1.0,7.0,2017-06-18,"41,017",HOU
896,370618114,CHW,TOR,3.0,7.0,2017-06-18,"46,599",TOR
897,370618106,TB,DET,9.0,1.0,2017-06-18,"36,442",TB
898,370618101,STL,BAL,5.0,8.0,2017-06-18,"34,854",BAL
899,370618111,NYY,OAK,3.0,4.0,2017-06-18,"34,140",OAK
900,370619130,CIN,TB,7.0,3.0,2017-06-19,"17,117",CIN
901,370619101,CLE,BAL,12.0,0.0,2017-06-19,"13,875",CLE
902,370618118,BOS,HOU,6.0,5.0,2017-06-19,"38,389",BOS
903,370619113,TOR,TEX,7.0,6.0,2017-06-20,"25,115",TOR
904,370619107,BOS,KC,2.0,4.0,2017-06-20,"27,992",KC
905,370620101,CLE,BAL,5.0,6.0,2017-06-20,"22,891",BAL
906,370620110,LAA,NYY,8.0,3.0,2017-06-20,"39,853",LAA
907,370620130,CIN,TB,5.0,6.0,2017-06-20,"13,375",TB
908,370621101,CLE,BAL,5.0,1.0,2017-06-21,"26,596",CLE
909,370621110,LAA,NYY,4.0,8.0,2017-06-21,"39,911",NYY
910,370621107,BOS,KC,4.0,6.0,2017-06-21,"30,826",KC
911,370620113,TOR,TEX,1.0,6.0,2017-06-21,"24,169",TEX
912,370620107,BOS,KC,8.0,3.0,2017-06-21,"25,983",BOS
913,370621130,CIN,TB,3.0,8.0,2017-06-21,"19,619",TB
914,370621113,TOR,TEX,7.0,5.0,2017-06-22,"28,376",TOR
915,370622113,TOR,TEX,4.0,11.0,2017-06-22,"26,764",TEX
916,370622101,CLE,BAL,6.0,3.0,2017-06-22,"24,954",CLE
917,370622110,LAA,NYY,10.0,5.0,2017-06-22,"43,051",LAA
918,370623102,LAA,BOS,4.0,9.0,2017-06-23,"37,034",BOS
919,370623130,BAL,TB,5.0,15.0,2017-06-23,"18,929",TB
920,370623107,TOR,KC,4.0,5.0,2017-06-24,"38,848",KC
921,370623110,TEX,NYY,1.0,2.0,2017-06-24,"39,602",NYY
922,370624110,TEX,NYY,8.0,1.0,2017-06-24,"40,225",TEX
923,370624107,TOR,KC,2.0,3.0,2017-06-24,"26,938",KC
924,370624130,BAL,TB,8.0,3.0,2017-06-24,"23,902",BAL
925,370624102,LAA,BOS,6.0,3.0,2017-06-24,"36,868",LAA
926,370625107,TOR,KC,8.0,2.0,2017-06-25,"37,182",TOR
927,370625110,TEX,NYY,7.0,6.0,2017-06-25,"46,625",TEX
928,370625102,LAA,BOS,4.0,2.0,2017-06-25,"36,474",LAA
929,370625130,BAL,TB,8.0,5.0,2017-06-25,"15,943",BAL
930,370626102,MIN,BOS,1.0,4.0,2017-06-26,"37,172",BOS
931,370626104,NYY,CHW,6.0,5.0,2017-06-27,"20,339",NYY
932,370627123,TB,PIT,4.0,2.0,2017-06-27,"20,424",TB
933,370627114,BAL,TOR,3.0,1.0,2017-06-27,"40,606",BAL
934,370627102,MIN,BOS,2.0,9.0,2017-06-27,"36,804",BOS
935,370627104,NYY,CHW,3.0,4.0,2017-06-28,"18,023",CHW
936,370628123,TB,PIT,2.0,6.0,2017-06-28,"21,582",PIT
937,370628114,BAL,TOR,0.0,4.0,2017-06-28,"38,847",TOR
938,370628102,MIN,BOS,4.0,1.0,2017-06-28,"37,487",MIN
939,370629123,TB,PIT,0.0,4.0,2017-06-29,"22,595",PIT
940,370629114,BAL,TOR,2.0,0.0,2017-06-29,"37,291",BAL
941,370629102,MIN,BOS,3.0,6.0,2017-06-29,"37,445",BOS
942,370628104,NYY,CHW,12.0,3.0,2017-06-29,"15,259",NYY
943,370629104,NYY,CHW,3.0,4.0,2017-06-30,"21,032",CHW
944,370630101,TB,BAL,6.0,4.0,2017-06-30,"24,398",TB
945,370630114,BOS,TOR,7.0,4.0,2017-06-30,"41,357",BOS
946,370630118,NYY,HOU,13.0,4.0,2017-07-01,"40,024",NYY
947,370701114,BOS,TOR,7.0,1.0,2017-07-01,"46,672",BOS
948,370701101,TB,BAL,10.0,3.0,2017-07-01,"28,346",TB
949,370701118,NYY,HOU,6.0,7.0,2017-07-01,"41,010",HOU
950,370702114,BOS,TOR,15.0,1.0,2017-07-02,"46,696",BOS
951,370702101,TB,BAL,1.0,7.0,2017-07-02,"26,489",BAL
952,370702118,NYY,HOU,1.0,8.0,2017-07-02,"41,761",HOU
953,370703110,TOR,NYY,3.0,6.0,2017-07-03,"46,616",NYY
954,370703108,BAL,MIL,1.0,8.0,2017-07-03,"36,457",MIL
955,370704108,BAL,MIL,2.0,6.0,2017-07-04,"31,818",MIL
956,370704116,TB,CHC,6.0,5.0,2017-07-04,"42,046",TB
957,370703113,BOS,TEX,7.0,5.0,2017-07-04,"45,448",BOS
958,370704110,TOR,NYY,4.0,1.0,2017-07-04,"44,018",TOR
959,370704113,BOS,TEX,11.0,4.0,2017-07-05,"43,267",BOS
960,370705110,TOR,NYY,7.0,6.0,2017-07-05,"38,691",TOR
961,370705116,TB,CHC,3.0,7.0,2017-07-05,"39,855",CHC
962,370705108,BAL,MIL,0.0,4.0,2017-07-05,"27,734",MIL
963,370706130,BOS,TB,1.0,4.0,2017-07-06,"23,375",TB
964,370705113,BOS,TEX,2.0,8.0,2017-07-06,"32,276",TEX
965,370706114,HOU,TOR,4.0,7.0,2017-07-06,"40,949",TOR
966,370707110,MIL,NYY,9.0,4.0,2017-07-07,"43,472",MIL
967,370707114,HOU,TOR,12.0,2.0,2017-07-07,"37,332",HOU
968,370706109,BAL,MIN,4.0,6.0,2017-07-07,"19,706",MIN
969,370707130,BOS,TB,8.0,3.0,2017-07-07,"24,842",BOS
970,370708109,BAL,MIN,5.0,1.0,2017-07-08,"26,323",BAL
971,370708114,HOU,TOR,2.0,7.0,2017-07-08,"46,659",TOR
972,370708130,BOS,TB,0.0,1.0,2017-07-08,"23,419",TB
973,370707109,BAL,MIN,6.0,9.0,2017-07-08,"28,668",MIN
974,370708110,MIL,NYY,3.0,5.0,2017-07-08,"40,224",NYY
975,370709110,MIL,NYY,5.0,3.0,2017-07-09,"43,952",MIL
976,370709114,HOU,TOR,19.0,1.0,2017-07-09,"46,622",HOU
977,370709130,BOS,TB,3.0,5.0,2017-07-09,"20,812",TB
978,370709109,BAL,MIN,11.0,5.0,2017-07-09,"25,848",BAL
979,370714101,CHC,BAL,9.0,8.0,2017-07-14,"34,335",CHC
980,370714102,NYY,BOS,4.0,5.0,2017-07-14,"37,570",BOS
981,370714106,TOR,DET,7.0,2.0,2017-07-14,"37,879",TOR
982,370714103,TB,LAA,2.0,1.0,2017-07-15,"38,119",TB
983,370715102,NYY,BOS,4.0,1.0,2017-07-15,"36,936",NYY
984,370715106,TOR,DET,1.0,11.0,2017-07-15,"40,036",DET
985,370715101,CHC,BAL,10.0,3.0,2017-07-15,"40,258",CHC
986,370716103,TB,LAA,3.0,4.0,2017-07-16,"36,178",LAA
987,370716106,TOR,DET,5.0,6.0,2017-07-16,"37,173",DET
988,370716101,CHC,BAL,8.0,0.0,2017-07-16,"31,105",CHC
989,370715103,TB,LAA,6.0,3.0,2017-07-16,"38,515",TB
990,370716202,NYY,BOS,3.0,0.0,2017-07-16,"37,343",NYY
991,370716302,NYY,BOS,0.0,3.0,2017-07-17,"36,719",BOS
992,370717102,TOR,BOS,4.0,3.0,2017-07-17,"36,144",TOR
993,370717101,TEX,BAL,1.0,3.0,2017-07-17,"14,922",BAL
994,370717109,NYY,MIN,2.0,4.0,2017-07-18,"27,566",MIN
995,370717111,TB,OAK,3.0,2.0,2017-07-18,"9,736",TB
996,370718101,TEX,BAL,1.0,12.0,2017-07-18,"18,119",BAL
997,370719102,TOR,BOS,1.0,5.0,2017-07-19,"37,360",BOS
998,370718109,NYY,MIN,6.0,3.0,2017-07-19,"33,114",NYY
999,370718102,TOR,BOS,4.0,5.0,2017-07-19,"36,488",BOS
1000,370718111,TB,OAK,4.0,3.0,2017-07-19,"15,231",TB
1001,370719109,NYY,MIN,1.0,6.0,2017-07-19,"33,380",MIN
1002,370719111,TB,OAK,2.0,7.0,2017-07-19,"17,019",OAK
1003,370719101,TEX,BAL,2.0,10.0,2017-07-19,"15,693",BAL
1004,370720101,TEX,BAL,7.0,9.0,2017-07-20,"14,691",BAL
1005,370720102,TOR,BOS,8.0,6.0,2017-07-20,"37,094",TOR
1006,370720112,NYY,SEA,4.0,1.0,2017-07-21,"35,175",NYY
1007,370721101,HOU,BAL,8.0,7.0,2017-07-21,"25,784",HOU
1008,370721105,TOR,CLE,3.0,13.0,2017-07-21,"34,284",CLE
1009,370721130,TEX,TB,4.0,3.0,2017-07-21,"24,461",TEX
1010,370721103,BOS,LAA,6.0,2.0,2017-07-22,"37,714",BOS
1011,370721112,NYY,SEA,5.0,1.0,2017-07-22,"34,073",NYY
1012,370722101,HOU,BAL,8.0,4.0,2017-07-22,"32,524",HOU
1013,370722105,TOR,CLE,1.0,2.0,2017-07-22,"34,569",CLE
1014,370722130,TEX,TB,4.0,3.0,2017-07-22,"20,568",TEX
1015,370723112,NYY,SEA,6.0,4.0,2017-07-23,"38,503",NYY
1016,370723103,BOS,LAA,2.0,3.0,2017-07-23,"40,471",LAA
1017,370723101,HOU,BAL,7.0,9.0,2017-07-23,"21,533",BAL
1018,400907392,TEX,TB,6.0,5.0,2017-07-23,"16,954",TEX
1019,370723105,TOR,CLE,1.0,8.0,2017-07-23,"30,701",CLE
1020,370722112,NYY,SEA,5.0,6.0,2017-07-23,"46,197",SEA
1021,370722103,BOS,LAA,3.0,7.0,2017-07-23,"43,829",LAA
1022,370723130,TEX,TB,6.0,5.0,2017-07-23,"16,954",TEX
1023,370724114,OAK,TOR,2.0,4.0,2017-07-24,"39,613",TOR
1024,370724130,BAL,TB,5.0,0.0,2017-07-24,"15,187",BAL
1025,370724112,BOS,SEA,0.0,4.0,2017-07-25,"29,262",SEA
1026,370725110,CIN,NYY,2.0,4.0,2017-07-25,"44,268",NYY
1027,370725114,OAK,TOR,1.0,4.0,2017-07-25,"40,624",TOR
1028,370725130,BAL,TB,4.0,5.0,2017-07-25,"12,471",TB
1029,370726112,BOS,SEA,4.0,0.0,2017-07-26,"39,797",BOS
1030,370725112,BOS,SEA,5.0,6.0,2017-07-26,"28,992",SEA
1031,370726130,BAL,TB,1.0,5.0,2017-07-26,"18,430",TB
1032,370726110,CIN,NYY,5.0,9.0,2017-07-26,"42,421",NYY
1033,370726114,OAK,TOR,2.0,3.0,2017-07-26,"41,984",TOR
1034,370727110,TB,NYY,5.0,6.0,2017-07-27,"44,033",NYY
1035,370727114,OAK,TOR,4.0,8.0,2017-07-27,"47,484",TOR
1036,370728110,TB,NYY,1.0,6.0,2017-07-28,"40,470",NYY
1037,370728114,LAA,TOR,7.0,2.0,2017-07-28,"39,828",LAA
1038,370728102,KC,BOS,4.0,2.0,2017-07-28,"37,321",KC
1039,370728113,BAL,TEX,2.0,8.0,2017-07-29,"36,270",TEX
1040,370729110,TB,NYY,4.0,5.0,2017-07-29,"43,015",NYY
1041,370729114,LAA,TOR,6.0,5.0,2017-07-29,"46,502",LAA
1042,370729102,KC,BOS,8.0,9.0,2017-07-29,"36,912",BOS
1043,370729113,BAL,TEX,4.0,0.0,2017-07-30,"44,658",BAL
1044,370730110,TB,NYY,5.0,3.0,2017-07-30,"41,547",TB
1045,370730114,LAA,TOR,10.0,11.0,2017-07-30,"46,852",TOR
1046,370730102,KC,BOS,5.0,3.0,2017-07-30,"36,480",KC
1047,370730113,BAL,TEX,10.0,6.0,2017-07-30,"32,437",BAL
1048,370731110,DET,NYY,3.0,7.0,2017-07-31,"39,904",NYY
1049,370731102,CLE,BOS,2.0,6.0,2017-07-31,"37,169",BOS
1050,370731101,KC,BAL,1.0,2.0,2017-07-31,"20,663",BAL
1051,370731104,TOR,CHW,6.0,7.0,2017-08-01,"13,023",CHW
1052,370731118,TB,HOU,7.0,14.0,2017-08-01,"24,154",HOU
1053,370801101,KC,BAL,2.0,7.0,2017-08-01,"20,931",BAL
1054,370801110,DET,NYY,4.0,3.0,2017-08-01,"43,238",DET
1055,370801102,CLE,BOS,10.0,12.0,2017-08-01,"37,126",BOS
1056,370802101,KC,BAL,0.0,6.0,2017-08-02,"14,984",BAL
1057,370801104,TOR,CHW,8.0,4.0,2017-08-02,"14,622",TOR
1058,370801118,TB,HOU,6.0,4.0,2017-08-02,"22,985",TB
1059,370802110,DET,NYY,2.0,0.0,2017-08-02,"43,379",DET
1060,370802104,TOR,CHW,5.0,1.0,2017-08-02,"20,878",TOR
1061,370803102,CHW,BOS,5.0,9.0,2017-08-03,"37,442",BOS
1062,370803105,NYY,CLE,1.0,5.0,2017-08-03,"28,124",CLE
1063,370802118,TB,HOU,3.0,0.0,2017-08-03,"26,722",TB
1064,370803101,DET,BAL,7.0,5.0,2017-08-03,"17,157",DET
1065,370804130,MIL,TB,2.0,0.0,2017-08-04,"21,164",MIL
1066,370804105,NYY,CLE,2.0,7.0,2017-08-04,"34,466",CLE
1067,370803118,TB,HOU,5.0,3.0,2017-08-04,"23,404",TB
1068,370804101,DET,BAL,5.0,2.0,2017-08-04,"22,882",DET
1069,370804102,CHW,BOS,2.0,3.0,2017-08-04,"36,612",BOS
1070,370804118,TOR,HOU,7.0,16.0,2017-08-05,"39,287",HOU
1071,370805130,MIL,TB,3.0,0.0,2017-08-05,"15,849",MIL
1072,370805101,DET,BAL,2.0,5.0,2017-08-05,"33,911",BAL
1073,370805102,CHW,BOS,1.0,4.0,2017-08-05,"36,599",BOS
1074,370805105,NYY,CLE,2.0,1.0,2017-08-05,"34,651",NYY
1075,370805118,TOR,HOU,4.0,3.0,2017-08-05,"41,950",TOR
1076,370806102,CHW,BOS,3.0,6.0,2017-08-06,"37,283",BOS
1077,370806101,DET,BAL,3.0,12.0,2017-08-06,"30,144",BAL
1078,370806118,TOR,HOU,6.0,7.0,2017-08-06,"36,300",HOU
1079,370806105,NYY,CLE,8.0,1.0,2017-08-06,"33,044",NYY
1080,370806130,MIL,TB,1.0,2.0,2017-08-06,"12,129",TB
1081,370807103,BAL,LAA,6.0,2.0,2017-08-08,"34,142",BAL
1082,370808114,NYY,TOR,2.0,4.0,2017-08-08,"41,596",TOR
1083,370808130,BOS,TB,2.0,0.0,2017-08-08,"22,328",BOS
1084,370808103,BAL,LAA,2.0,3.0,2017-08-09,"35,723",LAA
1085,370809103,BAL,LAA,1.0,5.0,2017-08-09,"36,202",LAA
1086,370809130,BOS,TB,8.0,2.0,2017-08-09,"11,853",BOS
1087,370809114,NYY,TOR,11.0,5.0,2017-08-09,"39,554",NYY
1088,370810114,NYY,TOR,0.0,4.0,2017-08-10,"43,212",TOR
1089,370810130,CLE,TB,1.0,4.0,2017-08-10,"9,533",TB
1090,370811114,PIT,TOR,4.0,2.0,2017-08-11,"35,965",PIT
1091,370810111,BAL,OAK,7.0,2.0,2017-08-11,"11,386",BAL
1092,370811110,BOS,NYY,4.0,5.0,2017-08-11,"46,509",NYY
1093,370811130,CLE,TB,5.0,0.0,2017-08-11,"16,794",CLE
1094,370812130,CLE,TB,3.0,0.0,2017-08-12,"22,024",CLE
1095,370812110,BOS,NYY,10.0,5.0,2017-08-12,"47,241",BOS
1096,370812114,PIT,TOR,2.0,7.0,2017-08-12,"46,179",TOR
1097,370811111,BAL,OAK,4.0,5.0,2017-08-12,"14,330",OAK
1098,370812111,BAL,OAK,12.0,5.0,2017-08-13,"29,742",BAL
1099,370813114,PIT,TOR,1.0,7.0,2017-08-13,"43,618",TOR
1100,370813130,CLE,TB,4.0,3.0,2017-08-13,"17,775",CLE
1101,370813111,BAL,OAK,3.0,9.0,2017-08-13,"18,912",OAK
1102,370813110,BOS,NYY,3.0,2.0,2017-08-14,"46,610",BOS
1103,370814102,CLE,BOS,7.0,3.0,2017-08-14,"37,430",CLE
1104,370814110,NYM,NYY,2.0,4.0,2017-08-14,"45,619",NYY
1105,370814114,TB,TOR,1.0,2.0,2017-08-14,"32,151",TOR
1106,370814112,BAL,SEA,11.0,3.0,2017-08-15,"17,973",BAL
1107,370815110,NYM,NYY,4.0,5.0,2017-08-15,"46,474",NYY
1108,370815114,TB,TOR,6.0,4.0,2017-08-15,"33,718",TB
1109,400907837,TB,TOR,6.0,4.0,2017-08-15,"33,718",TB
1110,370815102,STL,BOS,4.0,10.0,2017-08-15,"37,345",BOS
1111,370816102,STL,BOS,4.0,5.0,2017-08-16,"37,181",BOS
1112,370816114,TB,TOR,2.0,3.0,2017-08-16,"36,784",TOR
1113,370816112,BAL,SEA,6.0,7.0,2017-08-16,"33,448",SEA
1114,370815112,BAL,SEA,1.0,3.0,2017-08-16,"24,927",SEA
1115,370816121,NYY,NYM,5.0,3.0,2017-08-16,"42,260",NYY
1116,370817114,TB,TOR,3.0,5.0,2017-08-17,"46,855",TOR
1117,370817121,NYY,NYM,7.0,5.0,2017-08-17,"42,549",NYY
1118,370818116,TOR,CHC,4.0,7.0,2017-08-18,"41,814",CHC
1119,370818101,LAA,BAL,7.0,9.0,2017-08-18,"26,185",BAL
1120,370818102,NYY,BOS,6.0,9.0,2017-08-18,"36,784",BOS
1121,370818130,SEA,TB,7.0,1.0,2017-08-18,"11,501",SEA
1122,370819116,TOR,CHC,3.0,4.0,2017-08-19,"41,558",CHC
1123,370819130,SEA,TB,7.0,6.0,2017-08-19,"12,218",SEA
1124,370819101,LAA,BAL,5.0,1.0,2017-08-19,"43,929",LAA
1125,370819102,NYY,BOS,4.0,3.0,2017-08-19,"37,274",NYY
1126,370820116,TOR,CHC,5.0,6.0,2017-08-20,"41,459",CHC
1127,370820101,LAA,BAL,5.0,4.0,2017-08-20,"24,715",LAA
1128,370820130,SEA,TB,0.0,3.0,2017-08-20,"13,354",TB
1129,370820102,NYY,BOS,1.0,5.0,2017-08-20,"36,911",BOS
1130,370821101,OAK,BAL,3.0,7.0,2017-08-21,"16,020",BAL
1131,370821105,BOS,CLE,4.0,5.0,2017-08-21,"21,428",CLE
1132,370822101,OAK,BAL,6.0,4.0,2017-08-22,"18,493",OAK
1133,370822105,BOS,CLE,9.0,1.0,2017-08-22,"19,563",BOS
1134,370822106,NYY,DET,13.0,4.0,2017-08-22,"27,818",NYY
1135,370822130,TOR,TB,5.0,6.0,2017-08-22,"11,948",TB
1136,370823101,OAK,BAL,7.0,8.0,2017-08-23,"20,072",BAL
1137,370823105,BOS,CLE,6.0,1.0,2017-08-23,"25,346",BOS
1138,370823106,NYY,DET,10.0,2.0,2017-08-23,"29,695",NYY
1139,370823130,TOR,TB,7.0,6.0,2017-08-23,"8,264",TOR
1140,370824105,BOS,CLE,6.0,13.0,2017-08-24,"21,643",CLE
1141,370824106,NYY,DET,6.0,10.0,2017-08-24,"32,622",DET
1142,370824130,TOR,TB,0.0,2.0,2017-08-24,"10,133",TB
1143,370825110,SEA,NYY,2.0,1.0,2017-08-25,"42,057",SEA
1144,370825114,MIN,TOR,6.0,1.0,2017-08-25,"37,525",MIN
1145,370825102,BAL,BOS,16.0,3.0,2017-08-25,"37,191",BAL
1146,370826124,TB,STL,4.0,6.0,2017-08-26,"41,295",STL
1147,370825124,TB,STL,7.0,3.0,2017-08-26,"40,050",TB
1148,370826110,SEA,NYY,3.0,6.0,2017-08-26,"39,810",NYY
1149,370826114,MIN,TOR,9.0,10.0,2017-08-26,"45,591",TOR
1150,370826102,BAL,BOS,7.0,0.0,2017-08-26,"36,655",BAL
1151,370827102,BAL,BOS,2.0,1.0,2017-08-27,"36,625",BAL
1152,370827124,TB,STL,3.0,2.0,2017-08-27,"44,469",TB
1153,370827110,SEA,NYY,1.0,10.0,2017-08-27,"40,112",NYY
1154,370827114,MIN,TOR,7.0,2.0,2017-08-27,"42,478",MIN
1155,370828114,BOS,TOR,6.0,5.0,2017-08-28,"35,630",BOS
1156,370828101,SEA,BAL,6.0,7.0,2017-08-28,"15,106",BAL
1157,370828110,CLE,NYY,6.0,2.0,2017-08-28,"36,253",CLE
1158,370828107,TB,KC,12.0,0.0,2017-08-29,"21,866",TB
1159,370829101,SEA,BAL,0.0,4.0,2017-08-29,"13,736",BAL
1160,370829114,BOS,TOR,3.0,0.0,2017-08-29,"34,674",BOS
1161,370829107,TB,KC,2.0,6.0,2017-08-30,"25,204",KC
1162,370830210,CLE,NYY,2.0,1.0,2017-08-30,,CLE
1163,370830101,SEA,BAL,7.0,8.0,2017-08-30,"16,983",BAL
1164,370830310,CLE,NYY,9.0,4.0,2017-08-30,"39,598",CLE
1165,370830114,BOS,TOR,7.0,1.0,2017-08-30,"37,693",BOS
1166,370830107,TB,KC,5.0,3.0,2017-08-31,"25,916",TB
1167,370831101,TOR,BAL,11.0,8.0,2017-08-31,"13,802",TOR
1168,370831110,BOS,NYY,2.0,6.0,2017-08-31,"43,309",NYY
1169,370901101,TOR,BAL,0.0,1.0,2017-09-01,"16,627",BAL
1170,370901110,BOS,NYY,4.0,1.0,2017-09-01,"42,332",BOS
1171,370902104,TB,CHW,4.0,5.0,2017-09-02,"17,700",CHW
1172,370902101,TOR,BAL,7.0,2.0,2017-09-02,"14,815",TOR
1173,370901104,TB,CHW,3.0,1.0,2017-09-02,"13,585",TB
1174,370902110,BOS,NYY,1.0,5.0,2017-09-02,"46,536",NYY
1175,370903101,TOR,BAL,4.0,5.0,2017-09-03,"27,231",BAL
1176,370903104,TB,CHW,2.0,6.0,2017-09-03,"17,633",CHW
1177,370903110,BOS,NYY,2.0,9.0,2017-09-03,"46,717",NYY
1178,370904101,NYY,BAL,7.0,4.0,2017-09-04,"37,622",NYY
1179,370904102,TOR,BOS,10.0,4.0,2017-09-04,"34,311",TOR
1180,370904130,MIN,TB,4.0,11.0,2017-09-04,"12,108",TB
1181,370905102,TOR,BOS,2.0,3.0,2017-09-05,"33,009",BOS
1182,370905130,MIN,TB,1.0,2.0,2017-09-05,"6,509",TB
1183,370906130,MIN,TB,10.0,6.0,2017-09-06,"7,185",MIN
1184,370905101,NYY,BAL,6.0,7.0,2017-09-06,"14,377",BAL
1185,370906102,TOR,BOS,1.0,6.0,2017-09-06,"33,190",BOS
1186,370907101,NYY,BAL,9.0,1.0,2017-09-07,"14,946",NYY
1187,370908114,DET,TOR,5.0,4.0,2017-09-08,"31,961",DET
1188,370908102,TB,BOS,3.0,9.0,2017-09-08,"34,781",BOS
1189,370908105,BAL,CLE,0.0,5.0,2017-09-08,"30,090",CLE
1190,370908113,NYY,TEX,5.0,11.0,2017-09-09,"35,883",TEX
1191,370909105,BAL,CLE,2.0,4.0,2017-09-09,"30,459",CLE
1192,370909113,NYY,TEX,3.0,1.0,2017-09-09,"38,135",NYY
1193,370909114,DET,TOR,4.0,5.0,2017-09-09,"44,218",TOR
1194,370909102,TB,BOS,0.0,9.0,2017-09-09,"36,734",BOS
1195,370910114,DET,TOR,2.0,8.0,2017-09-10,"39,797",TOR
1196,370910102,TB,BOS,4.0,1.0,2017-09-10,"35,859",TB
1197,370910113,NYY,TEX,16.0,7.0,2017-09-10,"31,349",NYY
1198,370910105,BAL,CLE,2.0,3.0,2017-09-11,"21,259",CLE
1199,370911114,BAL,TOR,3.0,4.0,2017-09-11,"28,401",TOR
1200,370911130,NYY,TB,5.0,1.0,2017-09-11,"15,327",NYY
1201,370912130,NYY,TB,1.0,2.0,2017-09-12,"21,024",TB
1202,370912114,BAL,TOR,2.0,3.0,2017-09-12,"29,055",TOR
1203,370912102,OAK,BOS,1.0,11.0,2017-09-12,"34,355",BOS
1204,370913130,NYY,TB,3.0,2.0,2017-09-13,"13,159",NYY
1205,370913102,OAK,BOS,7.0,3.0,2017-09-13,"36,366",OAK
1206,370913114,BAL,TOR,2.0,1.0,2017-09-13,"31,714",BAL
1207,370914102,OAK,BOS,2.0,6.0,2017-09-14,"35,470",BOS
1208,370914110,BAL,NYY,5.0,13.0,2017-09-14,"37,128",NYY
1209,370914109,TOR,MIN,2.0,3.0,2017-09-15,"22,664",MIN
1210,370915110,BAL,NYY,2.0,8.0,2017-09-15,"40,460",NYY
1211,370915130,BOS,TB,13.0,6.0,2017-09-15,"16,006",BOS
1212,370916130,BOS,TB,3.0,1.0,2017-09-16,"14,942",BOS
1213,370915109,TOR,MIN,4.0,3.0,2017-09-16,"27,902",TOR
1214,370916110,BAL,NYY,3.0,9.0,2017-09-16,"40,114",NYY
1215,370916109,TOR,MIN,7.0,2.0,2017-09-16,"29,917",TOR
1216,370917109,TOR,MIN,7.0,13.0,2017-09-17,"27,572",MIN
1217,370917130,BOS,TB,2.0,3.0,2017-09-17,"14,936",TB
1218,370917110,BAL,NYY,6.0,4.0,2017-09-17,"38,189",BAL
1219,370918101,BOS,BAL,10.0,8.0,2017-09-18,"16,716",BOS
1220,370918110,MIN,NYY,1.0,2.0,2017-09-18,"30,425",NYY
1221,370919110,MIN,NYY,2.0,5.0,2017-09-19,"30,218",NYY
1222,370919101,BOS,BAL,1.0,0.0,2017-09-19,"21,449",BOS
1223,370919114,KC,TOR,2.0,5.0,2017-09-19,"33,554",TOR
1224,370919130,CHC,TB,2.0,1.0,2017-09-19,"25,046",CHC
1225,370920110,MIN,NYY,3.0,11.0,2017-09-20,"30,099",NYY
1226,370920101,BOS,BAL,9.0,0.0,2017-09-20,"16,906",BOS
1227,370920114,KC,TOR,15.0,5.0,2017-09-20,"33,050",KC
1228,370920130,CHC,TB,1.0,8.0,2017-09-20,"24,238",TB
1229,370921101,TB,BAL,1.0,3.0,2017-09-21,"14,967",BAL
1230,370921114,KC,TOR,1.0,0.0,2017-09-21,"35,861",KC
1231,370922117,BOS,CIN,5.0,4.0,2017-09-22,"23,463",BOS
1232,370922114,NYY,TOR,1.0,8.0,2017-09-22,"42,153",TOR
1233,370922101,TB,BAL,8.0,3.0,2017-09-22,"28,835",TB
